criterio,inicio,fin,tipo,descripcion
acceso informacion,2022-04-20,2022-06-20,aumento,Seguridad
acceso informacion,2022-04-20,2022-06-20,aumento,"Ley 19/2013, de 9 de diciembre, de transparencia, acceso a la información pública y buen gobierno"
acceso informacion,2022-04-20,2022-06-20,aumento,Confidencialidad
acceso informacion,2022-04-20,2022-06-20,aumento,Secretario
acceso informacion,2022-04-20,2022-06-20,top,Información
acceso informacion,2022-04-20,2022-06-20,top,Acceso a la información
acceso informacion,2022-04-20,2022-06-20,top,Derecho
acceso informacion,2022-04-20,2022-06-20,top,Acceso
acceso informacion,2022-04-20,2022-06-20,top,Transparencia
acceso informacion,2022-04-20,2022-06-20,top,"Ley 19/2013, de 9 de diciembre, de transparencia, acceso a la información pública y buen gobierno"
acceso informacion,2022-04-20,2022-06-20,top,Dato
acceso informacion,2022-04-20,2022-06-20,top,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales"
acceso informacion,2022-04-20,2022-06-20,top,Principio
acceso informacion,2022-04-20,2022-06-20,top,Rendición de cuentas
acceso informacion,2022-04-20,2022-06-20,top,Federación
acceso informacion,2022-04-20,2022-06-20,top,Constitución
acceso informacion,2022-04-20,2022-06-20,top,Regulación
acceso informacion,2022-04-20,2022-06-20,top,Derechos
acceso informacion,2022-04-20,2022-06-20,top,Archivo
acceso informacion,2022-04-20,2022-06-20,top,Seguridad
acceso informacion,2022-04-20,2022-06-20,top,Institución
acceso informacion,2022-04-20,2022-06-20,top,Sistema
acceso informacion,2022-04-20,2022-06-20,top,Confidencialidad
acceso informacion,2022-04-20,2022-06-20,top,Seguridad de la información
acceso informacion,2022-04-20,2022-06-20,top,Estado
acceso informacion,2022-04-20,2022-06-20,top,Administración
acceso informacion,2022-04-20,2022-06-20,top,Información personal
acceso informacion,2022-04-20,2022-06-20,top,Transparencia
acceso informacion,2022-04-20,2022-06-20,top,Libertad
acceso informacion,2022-02-20,2022-04-20,aumento,Estado
acceso informacion,2022-02-20,2022-04-20,aumento,Ley Federal de Transparencia y Acceso a la Información Pública Gubernamental
acceso informacion,2022-02-20,2022-04-20,aumento,Internet
acceso informacion,2022-02-20,2022-04-20,aumento,Cuenta
acceso informacion,2022-02-20,2022-04-20,aumento,Principio
acceso informacion,2022-02-20,2022-04-20,aumento,Asociación
acceso informacion,2022-02-20,2022-04-20,aumento,Constitución Política de los Estados Unidos Mexicanos
acceso informacion,2022-02-20,2022-04-20,aumento,Regulación
acceso informacion,2022-02-20,2022-04-20,aumento,Materia
acceso informacion,2022-02-20,2022-04-20,aumento,Instituto
acceso informacion,2022-02-20,2022-04-20,aumento,Programa informático
acceso informacion,2022-02-20,2022-04-20,aumento,Control de acceso
acceso informacion,2022-02-20,2022-04-20,aumento,Rendición de cuentas
acceso informacion,2022-02-20,2022-04-20,aumento,Derechos humanos
acceso informacion,2022-02-20,2022-04-20,aumento,Disponibilidad
acceso informacion,2022-02-20,2022-04-20,aumento,Archivo
acceso informacion,2022-02-20,2022-04-20,aumento,Municipio
acceso informacion,2022-02-20,2022-04-20,aumento,Juicio de amparo
acceso informacion,2022-02-20,2022-04-20,aumento,Derecho de reunión
acceso informacion,2022-02-20,2022-04-20,aumento,Transparencia
acceso informacion,2022-02-20,2022-04-20,aumento,Libertad de expresión
acceso informacion,2022-02-20,2022-04-20,aumento,Artículo
acceso informacion,2022-02-20,2022-04-20,aumento,Derechos
acceso informacion,2022-02-20,2022-04-20,aumento,Dato
acceso informacion,2022-02-20,2022-04-20,aumento,Constitución
acceso informacion,2022-02-20,2022-04-20,top,Información
acceso informacion,2022-02-20,2022-04-20,top,Acceso a la información
acceso informacion,2022-02-20,2022-04-20,top,Derecho
acceso informacion,2022-02-20,2022-04-20,top,Acceso
acceso informacion,2022-02-20,2022-04-20,top,Libertad
acceso informacion,2022-02-20,2022-04-20,top,Dato
acceso informacion,2022-02-20,2022-04-20,top,Transparencia
acceso informacion,2022-02-20,2022-04-20,top,"Ley 19/2013, de 9 de diciembre, de transparencia, acceso a la información pública y buen gobierno"
acceso informacion,2022-02-20,2022-04-20,top,Página web
acceso informacion,2022-02-20,2022-04-20,top,Libertad de expresión
acceso informacion,2022-02-20,2022-04-20,top,Artículo
acceso informacion,2022-02-20,2022-04-20,top,Estado
acceso informacion,2022-02-20,2022-04-20,top,Derechos
acceso informacion,2022-02-20,2022-04-20,top,Ley Federal de Transparencia y Acceso a la Información Pública Gubernamental
acceso informacion,2022-02-20,2022-04-20,top,Internet
acceso informacion,2022-02-20,2022-04-20,top,Seguridad
acceso informacion,2022-02-20,2022-04-20,top,Constitución
acceso informacion,2022-02-20,2022-04-20,top,Sistema
acceso informacion,2022-02-20,2022-04-20,top,Deber
acceso informacion,2022-02-20,2022-04-20,top,Cuenta
acceso informacion,2022-02-20,2022-04-20,top,Derecho de acceso a la información
acceso informacion,2022-02-20,2022-04-20,top,Principio
acceso informacion,2022-02-20,2022-04-20,top,Asociación
acceso informacion,2022-02-20,2022-04-20,top,Constitución Política de los Estados Unidos Mexicanos
acceso informacion,2022-02-20,2022-04-20,top,Regulación
acceso informacion,2021-12-20,2022-02-20,aumento,Sistema
acceso informacion,2021-12-20,2022-02-20,aumento,Tecnología
acceso informacion,2021-12-20,2022-02-20,aumento,Cultura
acceso informacion,2021-12-20,2022-02-20,aumento,Artículo
acceso informacion,2021-12-20,2022-02-20,aumento,Comunicación
acceso informacion,2021-12-20,2022-02-20,aumento,Tecnologías de la información y la comunicación
acceso informacion,2021-12-20,2022-02-20,aumento,Derecho de acceso a la información
acceso informacion,2021-12-20,2022-02-20,aumento,Libertad
acceso informacion,2021-12-20,2022-02-20,top,Información
acceso informacion,2021-12-20,2022-02-20,top,Acceso a la información
acceso informacion,2021-12-20,2022-02-20,top,Derecho
acceso informacion,2021-12-20,2022-02-20,top,Acceso
acceso informacion,2021-12-20,2022-02-20,top,Libertad
acceso informacion,2021-12-20,2022-02-20,top,Comunicación
acceso informacion,2021-12-20,2022-02-20,top,Sistema
acceso informacion,2021-12-20,2022-02-20,top,Tecnología
acceso informacion,2021-12-20,2022-02-20,top,Derecho de acceso a la información
acceso informacion,2021-12-20,2022-02-20,top,Tecnologías de la información y la comunicación
acceso informacion,2021-12-20,2022-02-20,top,Dato
acceso informacion,2021-12-20,2022-02-20,top,Cultura
acceso informacion,2021-12-20,2022-02-20,top,Seguridad
acceso informacion,2021-12-20,2022-02-20,top,"Ley 19/2013, de 9 de diciembre, de transparencia, acceso a la información pública y buen gobierno"
acceso informacion,2021-12-20,2022-02-20,top,Derechos
acceso informacion,2021-12-20,2022-02-20,top,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales"
acceso informacion,2021-12-20,2022-02-20,top,Artículo
acceso informacion,2021-12-20,2022-02-20,top,Libertad de expresión
acceso informacion,2021-12-20,2022-02-20,top,Transparencia
acceso informacion,2021-12-20,2022-02-20,top,Constitución
acceso informacion,2021-10-20,2021-12-20,aumento,Dato
acceso informacion,2021-10-20,2021-12-20,aumento,Transparencia
acceso informacion,2021-10-20,2021-12-20,aumento,Libertad de información
acceso informacion,2021-10-20,2021-12-20,aumento,Derecho de reunión
acceso informacion,2021-10-20,2021-12-20,aumento,Privacidad
acceso informacion,2021-10-20,2021-12-20,aumento,Libro
acceso informacion,2021-10-20,2021-12-20,aumento,Ética
acceso informacion,2021-10-20,2021-12-20,aumento,Libertad
acceso informacion,2021-10-20,2021-12-20,aumento,Responsabilidad
acceso informacion,2021-10-20,2021-12-20,aumento,Libertad de expresión
acceso informacion,2021-10-20,2021-12-20,aumento,Función
acceso informacion,2021-10-20,2021-12-20,aumento,"Ley 19/2013, de 9 de diciembre, de transparencia, acceso a la información pública y buen gobierno"
acceso informacion,2021-10-20,2021-12-20,aumento,Ley Federal de Transparencia y Acceso a la Información Pública Gubernamental
acceso informacion,2021-10-20,2021-12-20,top,Información
acceso informacion,2021-10-20,2021-12-20,top,Acceso a la información
acceso informacion,2021-10-20,2021-12-20,top,Derecho
acceso informacion,2021-10-20,2021-12-20,top,Acceso
acceso informacion,2021-10-20,2021-12-20,top,Libertad
acceso informacion,2021-10-20,2021-12-20,top,"Ley 19/2013, de 9 de diciembre, de transparencia, acceso a la información pública y buen gobierno"
acceso informacion,2021-10-20,2021-12-20,top,Dato
acceso informacion,2021-10-20,2021-12-20,top,Transparencia
acceso informacion,2021-10-20,2021-12-20,top,Libertad de expresión
acceso informacion,2021-10-20,2021-12-20,top,Libertad de información
acceso informacion,2021-10-20,2021-12-20,top,Principio
acceso informacion,2021-10-20,2021-12-20,top,Derechos
acceso informacion,2021-10-20,2021-12-20,top,Seguridad
acceso informacion,2021-10-20,2021-12-20,top,Derecho de reunión
acceso informacion,2021-10-20,2021-12-20,top,Función
acceso informacion,2021-10-20,2021-12-20,top,Responsabilidad
acceso informacion,2021-10-20,2021-12-20,top,Ley Federal de Transparencia y Acceso a la Información Pública Gubernamental
acceso informacion,2021-10-20,2021-12-20,top,Federación
acceso informacion,2021-10-20,2021-12-20,top,Constitución
acceso informacion,2021-10-20,2021-12-20,top,Privacidad
acceso informacion,2021-10-20,2021-12-20,top,Estado
acceso informacion,2021-10-20,2021-12-20,top,Seguridad de la información
acceso informacion,2021-10-20,2021-12-20,top,Información personal
acceso informacion,2021-10-20,2021-12-20,top,Libro
acceso informacion,2021-10-20,2021-12-20,top,Computadora
acceso informacion,2021-08-20,2021-10-20,aumento,Investigación
acceso informacion,2021-08-20,2021-10-20,aumento,Derecho de acceso a la información
acceso informacion,2021-08-20,2021-10-20,aumento,Dato
acceso informacion,2021-08-20,2021-10-20,aumento,Seguridad informática
acceso informacion,2021-08-20,2021-10-20,aumento,Instituto
acceso informacion,2021-08-20,2021-10-20,aumento,Tecnología
acceso informacion,2021-08-20,2021-10-20,aumento,Página web
acceso informacion,2021-08-20,2021-10-20,aumento,Informática
acceso informacion,2021-08-20,2021-10-20,aumento,Control
acceso informacion,2021-08-20,2021-10-20,aumento,Libertad intelectual
acceso informacion,2021-08-20,2021-10-20,aumento,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales"
acceso informacion,2021-08-20,2021-10-20,aumento,Confidencialidad
acceso informacion,2021-08-20,2021-10-20,aumento,Educación
acceso informacion,2021-08-20,2021-10-20,aumento,Información personal
acceso informacion,2021-08-20,2021-10-20,aumento,Principio
acceso informacion,2021-08-20,2021-10-20,aumento,Homo sapiens
acceso informacion,2021-08-20,2021-10-20,aumento,Protección de datos personales
acceso informacion,2021-08-20,2021-10-20,aumento,"Ley 19/2013, de 9 de diciembre, de transparencia, acceso a la información pública y buen gobierno"
acceso informacion,2021-08-20,2021-10-20,top,Información
acceso informacion,2021-08-20,2021-10-20,top,Acceso a la información
acceso informacion,2021-08-20,2021-10-20,top,Derecho
acceso informacion,2021-08-20,2021-10-20,top,Acceso
acceso informacion,2021-08-20,2021-10-20,top,Seguridad
acceso informacion,2021-08-20,2021-10-20,top,Investigación
acceso informacion,2021-08-20,2021-10-20,top,Información personal
acceso informacion,2021-08-20,2021-10-20,top,"Ley 19/2013, de 9 de diciembre, de transparencia, acceso a la información pública y buen gobierno"
acceso informacion,2021-08-20,2021-10-20,top,Constitución
acceso informacion,2021-08-20,2021-10-20,top,Derecho de acceso a la información
acceso informacion,2021-08-20,2021-10-20,top,Principio
acceso informacion,2021-08-20,2021-10-20,top,Homo sapiens
acceso informacion,2021-08-20,2021-10-20,top,Dato
acceso informacion,2021-08-20,2021-10-20,top,Educación
acceso informacion,2021-08-20,2021-10-20,top,Seguridad de la información
acceso informacion,2021-08-20,2021-10-20,top,Seguridad informática
acceso informacion,2021-08-20,2021-10-20,top,Instituto
acceso informacion,2021-08-20,2021-10-20,top,Derechos
acceso informacion,2021-08-20,2021-10-20,top,Proceso
acceso informacion,2021-08-20,2021-10-20,top,Federación
acceso informacion,2021-08-20,2021-10-20,top,Protección de datos personales
acceso informacion,2021-08-20,2021-10-20,top,Constitución Política de los Estados Unidos Mexicanos
acceso informacion,2021-08-20,2021-10-20,top,Tecnología
acceso informacion,2021-08-20,2021-10-20,top,Libertad
acceso informacion,2021-08-20,2021-10-20,top,Amenaza
acceso informacion,2021-06-20,2021-08-20,aumento,Recurso
acceso informacion,2021-06-20,2021-08-20,aumento,Transparencia
acceso informacion,2021-06-20,2021-08-20,aumento,Regulación
acceso informacion,2021-06-20,2021-08-20,aumento,Deber
acceso informacion,2021-06-20,2021-08-20,aumento,Constitución
acceso informacion,2021-06-20,2021-08-20,aumento,Federación
acceso informacion,2021-06-20,2021-08-20,aumento,Derechos humanos
acceso informacion,2021-06-20,2021-08-20,aumento,Ley Federal de Transparencia y Acceso a la Información Pública Gubernamental
acceso informacion,2021-06-20,2021-08-20,aumento,Acceso
acceso informacion,2021-06-20,2021-08-20,aumento,"Ley 19/2013, de 9 de diciembre, de transparencia, acceso a la información pública y buen gobierno"
acceso informacion,2021-06-20,2021-08-20,aumento,Estado
acceso informacion,2021-06-20,2021-08-20,aumento,Derecho
acceso informacion,2021-06-20,2021-08-20,top,Información
acceso informacion,2021-06-20,2021-08-20,top,Acceso a la información
acceso informacion,2021-06-20,2021-08-20,top,Derecho
acceso informacion,2021-06-20,2021-08-20,top,Acceso
acceso informacion,2021-06-20,2021-08-20,top,"Ley 19/2013, de 9 de diciembre, de transparencia, acceso a la información pública y buen gobierno"
acceso informacion,2021-06-20,2021-08-20,top,Regulación
acceso informacion,2021-06-20,2021-08-20,top,Constitución
acceso informacion,2021-06-20,2021-08-20,top,Derecho de acceso a la información
acceso informacion,2021-06-20,2021-08-20,top,Deber
acceso informacion,2021-06-20,2021-08-20,top,Federación
acceso informacion,2021-06-20,2021-08-20,top,Recurso
acceso informacion,2021-06-20,2021-08-20,top,Ley Federal de Transparencia y Acceso a la Información Pública Gubernamental
acceso informacion,2021-06-20,2021-08-20,top,Homo sapiens
acceso informacion,2021-06-20,2021-08-20,top,Derechos humanos
acceso informacion,2021-06-20,2021-08-20,top,Política
acceso informacion,2021-06-20,2021-08-20,top,Estado
acceso informacion,2021-06-20,2021-08-20,top,Transparencia
acceso informacion,2021-06-20,2021-08-20,top,Instituto
acceso informacion,2021-06-20,2021-08-20,top,Constitución Política de los Estados Unidos Mexicanos
acceso informacion,2021-06-20,2021-08-20,top,Seguridad
acceso informacion,2021-06-20,2021-08-20,top,Organización
acceso informacion,2021-06-20,2021-08-20,top,Sistema
acceso informacion,2021-04-20,2021-06-20,aumento,Autoridad
acceso informacion,2021-04-20,2021-06-20,aumento,Seguridad de la información
acceso informacion,2021-04-20,2021-06-20,aumento,Servicio
acceso informacion,2021-04-20,2021-06-20,aumento,Derechos
acceso informacion,2021-04-20,2021-06-20,aumento,Seguridad
acceso informacion,2021-04-20,2021-06-20,aumento,Autenticación
acceso informacion,2021-04-20,2021-06-20,aumento,Elemento químico
acceso informacion,2021-04-20,2021-06-20,aumento,Deber
acceso informacion,2021-04-20,2021-06-20,aumento,Artículo
acceso informacion,2021-04-20,2021-06-20,aumento,ISO/IEC 27001
acceso informacion,2021-04-20,2021-06-20,aumento,Gobierno
acceso informacion,2021-04-20,2021-06-20,aumento,Sistema
acceso informacion,2021-04-20,2021-06-20,aumento,Vulnerabilidad
acceso informacion,2021-04-20,2021-06-20,aumento,Función
acceso informacion,2021-04-20,2021-06-20,aumento,Proceso
acceso informacion,2021-04-20,2021-06-20,aumento,Instituto
acceso informacion,2021-04-20,2021-06-20,aumento,Riesgo
acceso informacion,2021-04-20,2021-06-20,aumento,Democracia
acceso informacion,2021-04-20,2021-06-20,aumento,Control de acceso
acceso informacion,2021-04-20,2021-06-20,aumento,Técnica
acceso informacion,2021-04-20,2021-06-20,aumento,Cuenta
acceso informacion,2021-04-20,2021-06-20,aumento,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales"
acceso informacion,2021-04-20,2021-06-20,aumento,Política
acceso informacion,2021-04-20,2021-06-20,aumento,Amenaza
acceso informacion,2021-04-20,2021-06-20,aumento,Conocimiento
acceso informacion,2021-04-20,2021-06-20,top,Información
acceso informacion,2021-04-20,2021-06-20,top,Acceso a la información
acceso informacion,2021-04-20,2021-06-20,top,Derecho
acceso informacion,2021-04-20,2021-06-20,top,Acceso
acceso informacion,2021-04-20,2021-06-20,top,Cuenta
acceso informacion,2021-04-20,2021-06-20,top,Transparencia
acceso informacion,2021-04-20,2021-06-20,top,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales"
acceso informacion,2021-04-20,2021-06-20,top,Dato
acceso informacion,2021-04-20,2021-06-20,top,Autoridad
acceso informacion,2021-04-20,2021-06-20,top,"Ley 19/2013, de 9 de diciembre, de transparencia, acceso a la información pública y buen gobierno"
acceso informacion,2021-04-20,2021-06-20,top,Rendición de cuentas
acceso informacion,2021-04-20,2021-06-20,top,Derecho de acceso a la información
acceso informacion,2021-04-20,2021-06-20,top,Seguridad de la información
acceso informacion,2021-04-20,2021-06-20,top,Constitución Política de los Estados Unidos Mexicanos
acceso informacion,2021-04-20,2021-06-20,top,Constitución
acceso informacion,2021-04-20,2021-06-20,top,Servicio
acceso informacion,2021-04-20,2021-06-20,top,Derechos
acceso informacion,2021-04-20,2021-06-20,top,Seguridad
acceso informacion,2021-04-20,2021-06-20,top,Protección de datos personales
acceso informacion,2021-04-20,2021-06-20,top,Amenaza
acceso informacion,2021-04-20,2021-06-20,top,Autenticación
acceso informacion,2021-04-20,2021-06-20,top,Conocimiento
acceso informacion,2021-04-20,2021-06-20,top,Elemento químico
acceso informacion,2021-04-20,2021-06-20,top,Información personal
acceso informacion,2021-04-20,2021-06-20,top,Política
informacion,2023-02-20,2023-04-20,aumento,Jerarquía
informacion,2023-02-20,2023-04-20,aumento,Acceso
informacion,2023-02-20,2023-04-20,aumento,Medios
informacion,2023-02-20,2023-04-20,aumento,Derecho de acceso a la información
informacion,2023-02-20,2023-04-20,aumento,Confidencialidad
informacion,2023-02-20,2023-04-20,top,Información
informacion,2023-02-20,2023-04-20,top,Etiqueta de información nutricional
informacion,2023-02-20,2023-04-20,top,Sistema
informacion,2023-02-20,2023-04-20,top,Nutrición
informacion,2023-02-20,2023-04-20,top,Tecnología
informacion,2023-02-20,2023-04-20,top,Dato
informacion,2023-02-20,2023-04-20,top,Sistema de información
informacion,2023-02-20,2023-04-20,top,Fuente de información
informacion,2023-02-20,2023-04-20,top,Tecnología de la información
informacion,2023-02-20,2023-04-20,top,Comunicación
informacion,2023-02-20,2023-04-20,top,Tecnologías de la información y la comunicación
informacion,2023-02-20,2023-04-20,top,Investigación
informacion,2023-02-20,2023-04-20,top,Organización
informacion,2023-02-20,2023-04-20,top,Medios
informacion,2023-02-20,2023-04-20,top,Confidencialidad
informacion,2023-02-20,2023-04-20,top,Jerarquía
informacion,2023-02-20,2023-04-20,top,Derecho de acceso a la información
informacion,2023-02-20,2023-04-20,top,Acceso
informacion,2022-12-20,2023-02-20,aumento,Ciclo hidrológico
informacion,2022-12-20,2023-02-20,aumento,Universidad Autónoma Metropolitana
informacion,2022-12-20,2023-02-20,aumento,Universidad Autonoma Metropolitana
informacion,2022-12-20,2023-02-20,aumento,Alumno
informacion,2022-12-20,2023-02-20,aumento,Platillo
informacion,2022-12-20,2023-02-20,aumento,Universidad Autónoma Metropolitana Unidad Azcapotzalco
informacion,2022-12-20,2023-02-20,aumento,Contabilidad
informacion,2022-12-20,2023-02-20,aumento,Usuario
informacion,2022-12-20,2023-02-20,aumento,Información financiera
informacion,2022-12-20,2023-02-20,top,Información
informacion,2022-12-20,2023-02-20,top,Sistema
informacion,2022-12-20,2023-02-20,top,Etiqueta de información nutricional
informacion,2022-12-20,2023-02-20,top,Tecnología
informacion,2022-12-20,2023-02-20,top,Alumno
informacion,2022-12-20,2023-02-20,top,Nutrición
informacion,2022-12-20,2023-02-20,top,Dato
informacion,2022-12-20,2023-02-20,top,Tecnología de la información
informacion,2022-12-20,2023-02-20,top,Sistema de información
informacion,2022-12-20,2023-02-20,top,Universidad Autonoma Metropolitana
informacion,2022-12-20,2023-02-20,top,Universidad Autónoma Metropolitana
informacion,2022-12-20,2023-02-20,top,Tecnologías de la información y la comunicación
informacion,2022-12-20,2023-02-20,top,Fuente de información
informacion,2022-12-20,2023-02-20,top,Comunicación
informacion,2022-12-20,2023-02-20,top,Investigación
informacion,2022-12-20,2023-02-20,top,Información financiera
informacion,2022-12-20,2023-02-20,top,Información
informacion,2022-12-20,2023-02-20,top,Contabilidad
informacion,2022-12-20,2023-02-20,top,Usuario
informacion,2022-12-20,2023-02-20,top,Ciclo hidrológico
informacion,2022-12-20,2023-02-20,top,Platillo
informacion,2022-12-20,2023-02-20,top,Universidad Autónoma Metropolitana Unidad Azcapotzalco
informacion,2022-10-20,2022-12-20,aumento,Reportaje
informacion,2022-10-20,2022-12-20,aumento,Texto informativo
informacion,2022-10-20,2022-12-20,aumento,Especie en peligro de extinción
informacion,2022-10-20,2022-12-20,aumento,Extinción
informacion,2022-10-20,2022-12-20,aumento,Derecho de acceso a la información
informacion,2022-10-20,2022-12-20,aumento,Genética
informacion,2022-10-20,2022-12-20,aumento,Ficha
informacion,2022-10-20,2022-12-20,top,Información
informacion,2022-10-20,2022-12-20,top,Tecnología
informacion,2022-10-20,2022-12-20,top,Fuente de información
informacion,2022-10-20,2022-12-20,top,Etiqueta de información nutricional
informacion,2022-10-20,2022-12-20,top,Dato
informacion,2022-10-20,2022-12-20,top,Sistema de información
informacion,2022-10-20,2022-12-20,top,Nutrición
informacion,2022-10-20,2022-12-20,top,Tecnología de la información
informacion,2022-10-20,2022-12-20,top,Investigación
informacion,2022-10-20,2022-12-20,top,Comunicación
informacion,2022-10-20,2022-12-20,top,Tecnologías de la información y la comunicación
informacion,2022-10-20,2022-12-20,top,Geografía
informacion,2022-10-20,2022-12-20,top,Ficha
informacion,2022-10-20,2022-12-20,top,Reportaje
informacion,2022-10-20,2022-12-20,top,Extinción
informacion,2022-10-20,2022-12-20,top,Genética
informacion,2022-10-20,2022-12-20,top,Especie en peligro de extinción
informacion,2022-10-20,2022-12-20,top,Texto informativo
informacion,2022-10-20,2022-12-20,top,Derecho de acceso a la información
informacion,2022-08-20,2022-10-20,aumento,Globo celeste
informacion,2022-08-20,2022-10-20,aumento,Información geográfica
informacion,2022-08-20,2022-10-20,aumento,Hardware
informacion,2022-08-20,2022-10-20,aumento,Sistema de información geográfica
informacion,2022-08-20,2022-10-20,aumento,Red social
informacion,2022-08-20,2022-10-20,aumento,Informática
informacion,2022-08-20,2022-10-20,aumento,Fuente de información
informacion,2022-08-20,2022-10-20,aumento,Comunicación
informacion,2022-08-20,2022-10-20,aumento,Sistema de información
informacion,2022-08-20,2022-10-20,top,Información
informacion,2022-08-20,2022-10-20,top,Sistema
informacion,2022-08-20,2022-10-20,top,Tecnología
informacion,2022-08-20,2022-10-20,top,Sistema de información
informacion,2022-08-20,2022-10-20,top,Etiqueta de información nutricional
informacion,2022-08-20,2022-10-20,top,Dato
informacion,2022-08-20,2022-10-20,top,Tecnología de la información
informacion,2022-08-20,2022-10-20,top,Comunicación
informacion,2022-08-20,2022-10-20,top,Tecnologías de la información y la comunicación
informacion,2022-08-20,2022-10-20,top,Fuente de información
informacion,2022-08-20,2022-10-20,top,Nutrición
informacion,2022-08-20,2022-10-20,top,Alumno
informacion,2022-08-20,2022-10-20,top,Informática
informacion,2022-08-20,2022-10-20,top,Universidad Autonoma Metropolitana
informacion,2022-08-20,2022-10-20,top,Universidad Autónoma Metropolitana
informacion,2022-08-20,2022-10-20,top,Hardware
informacion,2022-08-20,2022-10-20,top,Red social
informacion,2022-08-20,2022-10-20,top,Sistema de información geográfica
informacion,2022-08-20,2022-10-20,top,Información geográfica
informacion,2022-08-20,2022-10-20,top,Globo celeste
informacion,2022-06-20,2022-08-20,aumento,Universidad Autónoma Metropolitana Unidad Azcapotzalco
informacion,2022-06-20,2022-08-20,aumento,Universidad Autónoma Metropolitana
informacion,2022-06-20,2022-08-20,aumento,Universidad Autonoma Metropolitana
informacion,2022-06-20,2022-08-20,aumento,Alumno
informacion,2022-06-20,2022-08-20,aumento,Gaceta de Información y Consultoría
informacion,2022-06-20,2022-08-20,aumento,Análisis de datos
informacion,2022-06-20,2022-08-20,aumento,Hardware
informacion,2022-06-20,2022-08-20,aumento,Disco duro
informacion,2022-06-20,2022-08-20,aumento,Tecnologías de la información y la comunicación
informacion,2022-06-20,2022-08-20,aumento,Disco óptico
informacion,2022-06-20,2022-08-20,aumento,Tecnología de la información
informacion,2022-06-20,2022-08-20,aumento,Nutrición
informacion,2022-06-20,2022-08-20,aumento,Tecnología
informacion,2022-06-20,2022-08-20,aumento,Información financiera
informacion,2022-06-20,2022-08-20,top,Información
informacion,2022-06-20,2022-08-20,top,Etiqueta de información nutricional
informacion,2022-06-20,2022-08-20,top,Nutrición
informacion,2022-06-20,2022-08-20,top,Sistema
informacion,2022-06-20,2022-08-20,top,Tecnología
informacion,2022-06-20,2022-08-20,top,Alumno
informacion,2022-06-20,2022-08-20,top,Dato
informacion,2022-06-20,2022-08-20,top,Tecnología de la información
informacion,2022-06-20,2022-08-20,top,Universidad Autonoma Metropolitana
informacion,2022-06-20,2022-08-20,top,Sistema de información
informacion,2022-06-20,2022-08-20,top,Universidad Autónoma Metropolitana
informacion,2022-06-20,2022-08-20,top,Tecnologías de la información y la comunicación
informacion,2022-06-20,2022-08-20,top,Comunicación
informacion,2022-06-20,2022-08-20,top,Fuente de información
informacion,2022-06-20,2022-08-20,top,Información financiera
informacion,2022-06-20,2022-08-20,top,Investigación
informacion,2022-06-20,2022-08-20,top,Gaceta de Información y Consultoría
informacion,2022-06-20,2022-08-20,top,Disco duro
informacion,2022-06-20,2022-08-20,top,Universidad Autónoma Metropolitana Unidad Azcapotzalco
informacion,2022-06-20,2022-08-20,top,Disco óptico
informacion,2022-06-20,2022-08-20,top,Análisis de datos
informacion,2022-06-20,2022-08-20,top,Hardware
informacion,2022-04-20,2022-06-20,aumento,Tríptico
informacion,2022-04-20,2022-06-20,top,Información
informacion,2022-04-20,2022-06-20,top,Etiqueta de información nutricional
informacion,2022-04-20,2022-06-20,top,Nutrición
informacion,2022-04-20,2022-06-20,top,Tecnología
informacion,2022-04-20,2022-06-20,top,Sistema de información
informacion,2022-04-20,2022-06-20,top,Tecnología de la información
informacion,2022-04-20,2022-06-20,top,Fuente de información
informacion,2022-04-20,2022-06-20,top,Comunicación
informacion,2022-04-20,2022-06-20,top,Alumno
informacion,2022-04-20,2022-06-20,top,Tecnologías de la información y la comunicación
informacion,2022-04-20,2022-06-20,top,Seguridad de la información
informacion,2022-04-20,2022-06-20,top,Tríptico
informacion,2022-04-20,2022-06-20,top,Monografía
informacion,2022-02-20,2022-04-20,aumento,Investigación cualitativa
informacion,2022-02-20,2022-04-20,aumento,Jerarquía
informacion,2022-02-20,2022-04-20,aumento,Confidencialidad
informacion,2022-02-20,2022-04-20,aumento,Acceso a la información
informacion,2022-02-20,2022-04-20,aumento,Información personal
informacion,2022-02-20,2022-04-20,top,Información
informacion,2022-02-20,2022-04-20,top,Etiqueta de información nutricional
informacion,2022-02-20,2022-04-20,top,Sistema
informacion,2022-02-20,2022-04-20,top,Nutrición
informacion,2022-02-20,2022-04-20,top,Tecnología
informacion,2022-02-20,2022-04-20,top,Sistema de información
informacion,2022-02-20,2022-04-20,top,Dato
informacion,2022-02-20,2022-04-20,top,Fuente de información
informacion,2022-02-20,2022-04-20,top,Tecnología de la información
informacion,2022-02-20,2022-04-20,top,Comunicación
informacion,2022-02-20,2022-04-20,top,Tecnologías de la información y la comunicación
informacion,2022-02-20,2022-04-20,top,Acceso a la información
informacion,2022-02-20,2022-04-20,top,Información personal
informacion,2022-02-20,2022-04-20,top,Jerarquía
